"","eventID","eventID.temp","eventIDnew","response.eventID","event.start.ts","event.end.ts","event.dur","event.Q.tot.m3","event.baseflow.tot.m3","event.quickflow.tot.m3","rain.start.ts","rain.eventn","rain.mean","rain.peak.mm.h","rain.peak.ts","rain.tot.mm","rain.dur","init.rain.mean","init.rain.peak.mm.h","init.rain.peak.ts","init.rain.centroid.ts","init.rain.tot.mm","init.rain.dur","Q.response.start.ts","Q.response.end.ts","Q.response.dur","Q.response.tot.m3","Q.response.base.m3","Q.response.quick.m3","Q.nopeaks","Q.peak.m3.s","Q.peak.ts","Q.peak.rank","Q.QXX","lag.start.dur","lag.peak.dur","lag.peakinit.dur","rlimb.dur","flimb.dur","rlimb.rain","interevent.dur","interevent.rainfall.tot.mm","interevent.Q.median","anti.rain.mm3h","anti.rain.mm6h","anti.rain.mm12h","anti.rain.mm24h","anti.rain.mm5d","anti.rain.mm30d","Q.dur","quickflow.start.ts","quickflow.end.ts","quickflow.dur","check.outlier1","check.outlier2","check.outlier3","check.manual"
"81",71,81,71,NA,2016-11-19 14:30:00,2016-11-20 11:15:00,74700s (~20.75 hours),8591.2556418,3074.68508259356,5516.57055920644,2016-11-19 14:30:00,2,1.04921879345238,8.635985692,2016-11-19 20:30:00,22.0335946625,50400s (~14 hours),1.7235100757451,8.635985692,2016-11-19 20:30:00,2016-11-19 20:45:00,21.97475346575,45000s (~12.5 hours),2016-11-19 19:15:00,2016-11-20 11:15:00,57600s (~16 hours),7801.2920484,2435.04684319933,5366.24520520067,2,0.389600401,2016-11-19 22:45:00,0.887,"Q15",17100,8100,8100,12600s (~3.5 hours),45000s (~12.5 hours),18.6665336965,6300s (~1.75 hours),0.634501169,0.058918675,0.15406958325,0.15406958325,1.114305049,4.915937606,14.356388111,63.757879007,74700,1479565800,1479640500,74700,NA,FALSE,FALSE,FALSE
"82",72,82,72,NA,2016-11-20 16:45:00,2016-11-23 04:45:00,216000s (~2.5 days),23439.5163522,14280.5700626614,9158.94628953859,2016-11-20 16:45:00,4,0.629322929058091,3.639363289,2016-11-22 10:15:00,37.91670647575,168300s (~1.95 days),0.535939206259259,3.491537809,2016-11-20 20:15:00,2016-11-21 04:15:00,10.85276892675,72000s (~20 hours),2016-11-21 05:15:00,2016-11-23 04:45:00,171000s (~1.98 days),20986.8057756,11944.5184705086,9042.28730509142,5,0.23014739,2016-11-22 06:45:00,0.853,"Q15",45000,-12600,124200,91800s (~1.06 days),79200s (~22 hours),21.58997911225,18000s (~5 hours),0,0.055884339,0.00689701125,0.00689701125,0.06109276725,21.23678767025,36.32213213875,85.72826847525,216000,1479660300,1479876300,216000,NA,FALSE,FALSE,FALSE
"83",73,83,73,NA,2016-12-10 03:00:00,2016-12-11 05:15:00,94500s (~1.09 days),4358.6345142,3628.86721298241,729.767301217586,2016-12-10 03:00:00,1,0.310606014584906,4.493789196,2016-12-10 16:30:00,8.2310593865,51300s (~14.25 hours),0.577292206719298,4.493789196,2016-12-10 16:30:00,2016-12-10 13:45:00,8.22641394575,50400s (~14 hours),2016-12-10 08:00:00,2016-12-11 05:15:00,76500s (~21.25 hours),3679.7143923,2950.46989138876,729.244500911236,1,0.0638952,2016-12-10 15:30:00,0.629,"Q40",18000,-3600,-3600,27000s (~7.5 hours),49500s (~13.75 hours),5.66265533225,1460700s (~2.42 weeks),2.37607041025,0.047943769,0.037655269,0.071790882,0.46459946,0.59368515725,1.27070681475,82.5618169415,94500,1481338800,1481433300,94500,NA,FALSE,FALSE,FALSE
"84",74,84,74,NA,2016-12-15 20:45:00,2016-12-17 19:15:00,167400s (~1.94 days),6171.1896987,5637.44379900973,533.745899690274,2016-12-15 20:45:00,1,0.096955349054054,1.212279906,2016-12-15 22:30:00,1.7936739575,12600s (~3.5 hours),0.512478273571429,1.212279906,2016-12-15 22:30:00,2016-12-15 22:30:00,1.7936739575,11700s (~3.25 hours),2016-12-16 09:15:00,2016-12-17 19:15:00,122400s (~1.42 days),4668.1420878,4156.28190215273,511.86018564727,1,0.049804906,2016-12-16 11:30:00,0.555,"Q45",45000,46800,46800,8100s (~2.25 hours),114300s (~1.32 days),1.7936739575,399600s (~4.62 days),4.75373945,0.037928,0.011542452,0.5779764115,0.7968624095,0.79918512975,4.765281902,89.5959779095,167400,1481834700,1482002100,167400,NA,FALSE,FALSE,FALSE
"85",75,85,75,NA,2017-01-12 01:30:00,2017-01-13 09:45:00,116100s (~1.34 days),6400.8224019,3759.20344558171,2641.61895631829,2017-01-12 01:30:00,1,0.725911965738462,5.303765774,2017-01-12 11:30:00,23.5921388865,76500s (~21.25 hours),0.896774742904762,5.303765774,2017-01-12 11:30:00,2017-01-12 11:45:00,23.54033700125,93600s (~1.08 days),2017-01-12 10:00:00,2017-01-13 09:45:00,85500s (~23.75 hours),5476.1923737,2839.08725592538,2637.10511777462,1,0.15112,2017-01-12 15:45:00,0.804,"Q20",30600,15300,15300,20700s (~5.75 hours),64800s (~18 hours),21.414421527,2180700s (~3.61 weeks),25.53126171225,0.031674171,0.01013522025,0.01013522025,0.01013522025,0.01013522025,8.6293694035,30.859291082,116100,1484184600,1484300700,116100,NA,FALSE,FALSE,FALSE
"86",76,86,76,NA,2017-01-22 15:30:00,2017-01-28 11:30:00,504000s (~5.83 days),17657.9701254,16959.3722615658,698.597863834195,2017-01-22 15:30:00,5,0.0963601778342246,7.585091432,2017-01-27 19:15:00,13.51451494125,61200s (~17 hours),0.137202312333333,0.19003617,2017-01-22 15:30:00,2017-01-22 15:30:00,0.10290173425,1800s (~30 minutes),2017-01-27 04:15:00,2017-01-28 11:30:00,112500s (~1.3 days),4347.495783,3807.18094607137,540.314836928626,1,0.053775971,2017-01-27 20:45:00,0.58,"Q45",391500,5400,450900,59400s (~16.5 hours),53100s (~14.75 hours),10.818633234,796500s (~1.32 weeks),6.41928028475,0.03922939,0.0775621065,0.1404147035,0.41659551175,2.26520127775,2.27301377775,45.98033897075,504000,1485099000,1485603000,504000,NA,TRUE,FALSE,FALSE
"87",77,87,77,NA,2017-01-28 19:00:00,2017-01-30 05:15:00,123300s (~1.43 days),5482.6918929,4519.57379512348,963.118097776515,2017-01-28 19:00:00,1,0.1301905444375,1.66581285,2017-01-28 19:15:00,1.0415243555,6300s (~1.75 hours),0.514251761125,1.66581285,2017-01-28 19:15:00,2017-01-28 19:15:00,1.02850352225,6300s (~1.75 hours),2017-01-29 11:30:00,2017-01-30 05:15:00,63900s (~17.75 hours),3324.8993049,2403.2727577796,921.626547120404,1,0.08880837,2017-01-29 14:15:00,0.708,"Q30",59400,68400,68400,9900s (~2.75 hours),54000s (~15 hours),1.0415243555,25200s (~7 hours),0.29997406575,0.037090118,0.19988678775,0.4871214665,0.76542101975,9.81096303675,13.8987346735,58.7496416625,123300,1485630000,1485753300,123300,NA,TRUE,FALSE,FALSE
"88",78,88,78,NA,2017-01-31 02:15:00,2017-01-31 22:15:00,72000s (~20 hours),3777.7588137,3205.68079548849,572.078018211513,2017-01-31 02:15:00,1,0.164796763716049,1.911322375,2017-01-31 14:45:00,3.33713446525,57600s (~16 hours),0.177612664213333,1.911322375,2017-01-31 14:45:00,2017-01-31 14:15:00,3.330237454,66600s (~18.5 hours),2017-01-31 11:00:00,2017-01-31 22:15:00,40500s (~11.25 hours),2328.2434044,1840.34017690834,487.903227491662,1,0.07152459,2017-01-31 16:30:00,0.656,"Q35",31500,6300,6300,19800s (~5.5 hours),20700s (~5.75 hours),3.0993821115,73800s (~20.5 hours),0.4924009545,0.04530975,0.03878105275,0.09262421325,0.12711242175,0.5184426205,15.27155424875,59.91349071125,72000,1485828900,1485900900,72000,NA,FALSE,FALSE,FALSE
"89",79,89,79,NA,2017-02-01 11:30:00,2017-02-02 16:00:00,102600s (~1.19 days),10582.1757846,5267.58016149797,5314.59562310203,2017-02-01 11:30:00,3,0.451895522878261,7.510429382,2017-02-02 01:15:00,12.99199628275,60300s (~16.75 hours),0.7128064279375,2.647838275,2017-02-01 13:30:00,2017-02-01 13:15:00,2.85122571175,13500s (~3.75 hours),2017-02-01 13:45:00,2017-02-02 16:00:00,94500s (~1.09 days),10204.25616,4891.29614012361,5312.96001987639,2,0.34514192,2017-02-02 02:30:00,0.882,"Q15",8100,4500,46800,45900s (~12.75 hours),48600s (~13.5 hours),11.6557061765,45900s (~12.75 hours),0.0803085715,0.0478204615,0.01703223225,0.01703223225,0.09734080375,2.47142534325,15.78823393075,58.42558658975,102600,1485948600,1486051200,102600,NA,FALSE,FALSE,FALSE
"91",80,91,80,NA,2017-02-03 01:00:00,2017-02-04 03:30:00,95400s (~1.1 days),18670.6276398,8616.12300519962,10054.5046346004,2017-02-03 01:00:00,4,0.663637522140187,7.697088083,2017-02-03 08:15:00,17.75230371725,45000s (~12.5 hours),0.0132311295,0.019707548,2017-02-03 01:15:00,2017-02-03 01:00:00,0.00661556475,900s (~15 minutes),2017-02-03 06:30:00,2017-02-04 03:30:00,75600s (~21 hours),16857.5304258,7095.77779415612,9761.75263164388,2,0.671235039,2017-02-03 10:15:00,0.898,"Q15",19800,7200,32400,13500s (~3.75 hours),62100s (~17.25 hours),12.42777269025,30600s (~8.5 hours),1.8917017055,0.089663319,0.28674293675,1.782187557,2.16485776025,7.8744592295,18.79523065725,73.2939410235,95400,1486083600,1486179000,95400,NA,FALSE,FALSE,FALSE
"92",81,92,81,NA,2017-02-04 03:30:00,2017-02-05 05:30:00,93600s (~1.08 days),13620.0802572,11313.4982097858,2306.58204741417,2017-02-04 03:30:00,3,0.353969570895238,14.0460488,2017-02-04 14:30:00,9.291701236,13500s (~3.75 hours),0.023790096,0.038289311,2017-02-04 03:45:00,2017-02-04 03:30:00,0.011895048,900s (~15 minutes),2017-02-04 12:15:00,2017-02-05 05:30:00,62100s (~17.25 hours),9673.622397,7719.3787945568,1954.2436024432,1,0.23014739,2017-02-04 16:00:00,0.853,"Q15",31500,5400,44100,13500s (~3.75 hours),48600s (~13.5 hours),8.9644268825,1800s (~30 minutes),0.011895048,0.128946159,0.00232272025,0.08361477825,0.86486479225,17.7236578835,36.54584569675,91.044556063,93600,1486179000,1486272600,93600,NA,FALSE,FALSE,FALSE
"93",82,93,82,NA,2017-02-06 07:45:00,2017-02-07 06:30:00,81900s (~22.75 hours),21935.6124633,10300.1263740737,11635.4860892263,2017-02-06 07:45:00,1,0.535492174163044,6.658539454,2017-02-06 16:00:00,12.31632000575,37800s (~10.5 hours),1.17298285769048,6.658539454,2017-02-06 16:00:00,2017-02-06 15:15:00,12.31632000575,36900s (~10.25 hours),2017-02-06 11:45:00,2017-02-07 06:30:00,67500s (~18.75 hours),20209.8634695,8585.04630550628,11624.8171639937,1,0.98395152,2017-02-06 17:00:00,0.9,"Q10",14400,3600,3600,18900s (~5.25 hours),48600s (~13.5 hours),11.87987463325,92700s (~1.07 days),0.00028144625,0.125112671,0.00260416675,0.00260416675,0.00260416675,0.002885613,41.92826583425,99.1442415495,81900,1486367100,1486449000,81900,NA,FALSE,FALSE,FALSE
"94",83,94,83,NA,2017-02-13 23:30:00,2017-02-14 20:45:00,76500s (~21.25 hours),6416.627076,5512.64406648587,903.983009514127,2017-02-13 23:30:00,1,0.296505302616279,2.603350798,2017-02-14 05:30:00,6.37486400625,35100s (~9.75 hours),0.593010605232558,2.603350798,2017-02-14 05:30:00,2017-02-14 05:15:00,6.37486400625,37800s (~10.5 hours),2017-02-14 04:15:00,2017-02-14 20:45:00,59400s (~16.5 hours),5136.9620958,4261.46855128051,875.493544519489,1,0.10865175,2017-02-14 08:00:00,0.745,"Q30",17100,9000,9000,13500s (~3.75 hours),45900s (~12.75 hours),6.33228185075,577800s (~6.69 days),6.28730580275,0.100177732,0.00288561275,0.00288561275,0.00288561275,0.8342488185,5.5453254565,81.972791078,76500,1487028600,1487105100,76500,NA,FALSE,FALSE,FALSE
"95",84,95,84,NA,2017-02-15 03:45:00,2017-02-15 22:30:00,67500s (~18.75 hours),5105.4229791,4303.56174415504,801.86123494496,2017-02-15 03:45:00,1,0.286639502907895,4.917223295,2017-02-15 05:15:00,5.44615055525,11700s (~3.25 hours),1.97028287645455,4.917223295,2017-02-15 05:15:00,2017-02-15 05:00:00,5.41827791025,9000s (~2.5 hours),2017-02-15 05:15:00,2017-02-15 22:30:00,62100s (~17.25 hours),4721.5310976,3945.99078586152,775.540311738483,1,0.093535834,2017-02-15 06:30:00,0.718,"Q30",5400,4500,4500,4500s (~1.25 hours),57600s (~16 hours),5.41827791025,23400s (~6.5 hours),0.02576022025,0.07152459,0.03441705925,0.03441705925,0.03441705925,4.70235811525,9.500996074,88.11391097475,67500,1487130300,1487197800,67500,NA,FALSE,FALSE,FALSE
"97",85,97,85,NA,2017-03-02 23:30:00,2017-03-04 00:15:00,89100s (~1.03 days),6122.0858301,4146.48733777097,1975.59849232903,2017-03-02 23:30:00,4,0.30271453073,4.335287889,2017-03-03 16:30:00,7.56786326825,32400s (~9 hours),1.4711929878,2.657660325,2017-03-03 03:45:00,2017-03-03 03:45:00,5.51697370425,12600s (~3.5 hours),2017-03-03 01:30:00,2017-03-04 00:15:00,81900s (~22.75 hours),5764.2593445,3832.22512910216,1932.03421539784,2,0.157476531,2017-03-03 06:15:00,0.81,"Q20",7200,-36900,9000,17100s (~4.75 hours),64800s (~18 hours),5.51697370425,1297800s (~2.15 weeks),27.5783335735,0.049703438,0,0.02723860225,0.8602967985,0.8602967985,22.1896106485,100.03470440275,89100,1488497400,1488586500,89100,NA,FALSE,FALSE,FALSE
"98",86,98,86,NA,2017-03-05 00:45:00,2017-03-05 17:00:00,58500s (~16.25 hours),3815.7084342,3244.17284511669,571.535589083308,2017-03-05 00:45:00,3,0.270954076530303,2.461476545,2017-03-05 11:15:00,4.47074226275,26100s (~7.25 hours),0.596500846117647,1.287460744,2017-03-05 01:30:00,2017-03-05 02:15:00,2.535128596,14400s (~4 hours),2017-03-05 02:45:00,2017-03-05 17:00:00,51300s (~14.25 hours),3432.1328352,2862.45173046885,569.681104731149,1,0.078404296,2017-03-05 05:15:00,0.68,"Q35",7200,-21600,13500,9000s (~2.5 hours),42300s (~11.75 hours),2.535128596,86400s (~1 days),3.13288366875,0.05482,0.15449332425,0.16146148525,0.52526216325,3.133165115,21.201807802,95.77172622625,58500,1488674700,1488733200,58500,NA,FALSE,FALSE,FALSE
"99",87,99,87,NA,2017-03-06 02:30:00,2017-03-06 19:15:00,60300s (~16.75 hours),5971.0054104,3520.39485988434,2450.61055051566,2017-03-06 02:30:00,2,0.854340042382353,4.146674633,2017-03-06 07:30:00,14.5237807205,32400s (~9 hours),1.763054447375,4.146674633,2017-03-06 07:30:00,2017-03-06 06:30:00,14.104435579,27900s (~7.75 hours),2017-03-06 04:15:00,2017-03-06 19:15:00,54000s (~15 hours),5614.9933968,3169.08261258007,2445.91078421993,1,0.18185469,2017-03-06 09:15:00,0.829,"Q20",6300,6300,6300,18000s (~5 hours),36000s (~10 hours),13.36704210375,32400s (~9 hours),0.00028144625,0.055884339,0.01013522025,0.0104166665,0.02519732825,3.177733188,20.49898013425,82.50262271225,60300,1488767400,1488827700,60300,NA,FALSE,FALSE,FALSE
"100",88,100,88,NA,2017-03-07 05:30:00,2017-03-08 18:00:00,131400s (~1.52 days),11828.7987381,9058.67689919028,2770.12183890972,2017-03-07 05:30:00,6,0.254077064442177,3.96394968,2017-03-07 07:30:00,9.33733211825,74700s (~20.75 hours),0.751214336870968,3.96394968,2017-03-07 07:30:00,2017-03-07 07:15:00,5.82191111075,27000s (~7.5 hours),2017-03-07 12:45:00,2017-03-08 18:00:00,105300s (~1.22 days),10028.1768075,7411.74314212669,2616.43366537331,2,0.149029946,2017-03-07 22:00:00,0.802,"Q20",26100,52200,52200,33300s (~9.25 hours),72000s (~20 hours),7.6513041855,35100s (~9.75 hours),0,0.0638952,0.00548977975,0.00548977975,0.0159064465,9.100557011,30.56133794475,87.73005675625,131400,1488864600,1488996000,131400,NA,FALSE,FALSE,FALSE
"101",89,101,89,NA,2017-03-21 11:30:00,2017-03-22 20:30:00,118800s (~1.38 days),6795.6232653,5458.60037916795,1337.02288613204,2017-03-21 11:30:00,5,0.47408013656391,8.714531581,2017-03-21 22:15:00,15.76316454075,57600s (~16 hours),0.934284803140625,8.714531581,2017-03-21 22:15:00,2017-03-21 21:45:00,14.94855685025,56700s (~15.75 hours),2017-03-21 21:15:00,2017-03-22 20:30:00,83700s (~23.25 hours),5102.7566391,3833.75003274542,1269.00660635458,1,0.096775051,2017-03-21 23:30:00,0.725,"Q30",35100,4500,4500,8100s (~2.25 hours),75600s (~21 hours),13.4472919515,1098000s (~1.82 weeks),7.15922973275,0.060608992,0.04729874725,0.04729874725,0.2511257855,2.200274947,5.36419199975,73.70682100575,118800,1490095800,1490214600,118800,NA,FALSE,FALSE,FALSE
"102",90,102,90,NA,2017-03-23 12:15:00,2017-03-24 18:45:00,109800s (~1.27 days),5126.539311,4659.88997459791,466.649336402091,2017-03-23 12:15:00,3,0.286566447463415,4.737591267,2017-03-23 15:15:00,8.8119182595,28800s (~8 hours),1.10665120916667,4.737591267,2017-03-23 15:15:00,2017-03-23 15:30:00,8.29988406875,26100s (~7.25 hours),2017-03-23 16:00:00,2017-03-24 18:45:00,96300s (~1.11 days),4540.9350402,4080.10899119668,460.826049003323,1,0.067623326,2017-03-23 18:00:00,0.643,"Q40",13500,9900,9900,7200s (~2 hours),89100s (~1.03 days),8.29495718175,54900s (~15.25 hours),0,0.04366,0.005771226,0.005771226,0.005771226,0.238451241,19.8454724915,89.269956456,109800,1490271300,1490381100,109800,NA,FALSE,FALSE,FALSE
"103",91,103,91,NA,2017-03-31 13:30:00,2017-04-01 21:45:00,116100s (~1.34 days),6131.2729788,5181.26403408567,950.008944714335,2017-03-31 13:30:00,3,0.240921421784,4.261839708,2017-03-31 19:00:00,7.52879443075,43200s (~12 hours),0.72301627535,4.261839708,2017-03-31 19:00:00,2017-03-31 18:00:00,7.2301627535,35100s (~9.75 hours),2017-03-31 16:45:00,2017-04-01 21:45:00,104400s (~1.21 days),5598.0278748,4652.51645157252,945.511423227478,2,0.09514675,2017-04-01 00:00:00,0.722,"Q30",11700,18000,18000,26100s (~7.25 hours),78300s (~21.75 hours),7.2301627535,584100s (~6.76 days),10.81218147075,0.043117139,0.057081369,0.06172680975,0.08544575575,3.62036087825,10.814504191,83.0767116215,116100,1490967000,1491083100,116100,NA,FALSE,FALSE,FALSE
"104",92,104,92,NA,2017-04-30 04:15:00,2017-04-30 22:15:00,64800s (~18 hours),2792.123415,2050.29374397033,741.829671029674,2017-04-30 04:15:00,2,0.840993404986301,6.089309851,2017-04-30 12:15:00,15.348129641,49500s (~13.75 hours),1.09538501816071,6.089309851,2017-04-30 12:15:00,2017-04-30 11:00:00,15.33539025425,49500s (~13.75 hours),2017-04-30 10:15:00,2017-04-30 22:15:00,43200s (~12 hours),2103.301665,1381.78465983042,721.517005169577,1,0.08574544,2017-04-30 14:00:00,0.702,"Q30",21600,6300,6300,13500s (~3.75 hours),29700s (~8.25 hours),15.03161824425,2440800s (~4.04 weeks),2.24130760275,0.03671565,0.10796777275,0.10796777275,0.10796777275,0.108249219,0.563590211,9.93747389575,64800,1493525700,1493590500,64800,NA,FALSE,FALSE,FALSE
"105",93,105,93,NA,2017-05-01 10:00:00,2017-05-02 02:15:00,58500s (~16.25 hours),2406.5309007,1922.30708736218,484.223813337824,2017-05-01 10:00:00,1,0.258709785424242,2.496622721,2017-05-01 10:45:00,4.2687114595,23400s (~6.5 hours),0.656724839923077,2.496622721,2017-05-01 10:45:00,2017-05-01 11:00:00,4.2687114595,22500s (~6.25 hours),2017-05-01 11:00:00,2017-05-02 02:15:00,54900s (~15.25 hours),2289.6021564,1805.86774922023,483.734407179768,1,0.05482,2017-05-01 16:15:00,0.588,"Q45",3600,19800,19800,18900s (~5.25 hours),36000s (~10 hours),4.2687114595,40500s (~11.25 hours),0.95953026675,0.0330056305,0.208896217,0.6506210685,0.9957783025,11.78640281475,16.57198439775,18.7318220705,58500,1493632800,1493691300,58500,NA,FALSE,FALSE,FALSE
"106",94,106,94,NA,2017-05-15 13:45:00,2017-05-15 22:15:00,30600s (~8.5 hours),1095.897987,959.668182812525,136.229804187475,2017-05-15 13:45:00,1,0.396524707542857,2.611193419,2017-05-15 14:30:00,3.469591191,12600s (~3.5 hours),0.991311768857143,2.611193419,2017-05-15 14:30:00,2017-05-15 14:30:00,3.469591191,11700s (~3.25 hours),2017-05-15 14:00:00,2017-05-15 22:15:00,29700s (~8.25 hours),1068.188931,932.33111194206,135.85781905794,0,0.053775971,2017-05-15 18:00:00,0.58,"Q45",900,12600,12600,14400s (~4 hours),15300s (~4.25 hours),3.469591191,1162800s (~1.92 weeks),13.933544006,0.030852334,0.066792847,0.2606238095,1.9748706655,3.685316432,9.445021627,35.385860141,30600,1494855900,1494886500,30600,NA,FALSE,TRUE,FALSE
"107",95,107,95,NA,2017-05-20 17:00:00,2017-05-26 20:30:00,531000s (~6.15 days),16317.7380081,16017.5125338588,300.22547424123,2017-05-20 17:00:00,1,4.28705143824027e-05,0.010416667,2017-05-22 11:15:00,0.0063341185,3600s (~1 hours),0.002814463,0.004503141,2017-05-20 17:15:00,2017-05-20 17:00:00,0.0014072315,900s (~15 minutes),2017-05-26 09:30:00,2017-05-26 20:30:00,39600s (~11 hours),1352.5294635,1235.77210393784,116.757359562156,0,0.053775971,2017-05-26 16:15:00,0.58,"Q45",491400,363600,514800,24300s (~6.75 hours),15300s (~4.25 hours),0.0063341185,411300s (~4.76 days),9.4558715205,0.03031589,0.00717845725,0.092410765,1.47636484125,1.8871986025,9.456434413,48.24481145175,531000,1495299600,1495830600,531000,NA,TRUE,TRUE,FALSE
"108",96,108,96,NA,2017-06-05 02:15:00,2017-06-06 06:30:00,101700s (~1.18 days),3829.8696543,3044.3296526625,785.5400016375,2017-06-05 02:15:00,2,0.454676198578947,4.547023455,2017-06-05 13:30:00,12.9582716595,81900s (~22.75 hours),0.552652551215909,4.547023455,2017-06-05 13:30:00,2017-06-05 13:45:00,12.15835612675,78300s (~21.75 hours),2017-06-05 12:30:00,2017-06-06 06:30:00,64800s (~18 hours),2736.2580579,1954.22941292625,782.028644973751,1,0.075596359,2017-06-05 16:00:00,0.671,"Q35",36900,9000,9000,12600s (~3.5 hours),52200s (~14.5 hours),10.5798722275,796500s (~1.32 weeks),13.57144769175,0.0300868225,0.03125,0.032094339,0.032094339,2.840589229,7.245014541,40.45093514625,101700,1496628900,1496730600,101700,NA,FALSE,FALSE,FALSE
"109",97,109,97,NA,2017-06-27 23:00:00,2017-06-29 03:00:00,100800s (~1.17 days),3801.0661677,3027.93052248057,773.135645219433,2017-06-27 23:00:00,1,1.08891126562832,5.675660531,2017-06-28 08:30:00,30.761743254,99000s (~1.15 days),1.08891126562832,5.675660531,2017-06-28 08:30:00,2017-06-28 17:15:00,30.761743254,100800s (~1.17 days),2017-06-28 08:45:00,2017-06-29 03:00:00,65700s (~18.25 hours),2753.0228439,1990.74247766177,762.280366238231,2,0.078404296,2017-06-28 23:45:00,0.68,"Q35",35100,54900,54900,54000s (~15 hours),11700s (~3.25 hours),28.2575183715,1872000s (~3.1 weeks),11.4668651455,0.029562713,0.0179477205,0.69819811925,0.8034905715,1.8488191905,2.53688365725,31.69823428625,100800,1498604400,1498705200,100800,NA,FALSE,FALSE,FALSE
"110",98,110,98,NA,2017-07-04 02:30:00,2017-07-07 14:30:00,302400s (~3.5 days),9687.4249509,9040.66163715741,646.763313742589,2017-07-04 02:30:00,1,0.00372259865875371,0.302652525,2017-07-04 04:30:00,0.313628937,16200s (~4.5 hours),0.0645009115263158,0.302652525,2017-07-04 04:30:00,2017-07-04 04:15:00,0.30637932975,16200s (~4.5 hours),2017-07-06 10:45:00,2017-07-07 14:30:00,99900s (~1.16 days),3695.4529929,3063.41289626158,632.040096638424,0,0.048562406,2017-07-06 11:00:00,0.546,"Q50",202500,196200,196200,900s (~15 minutes),99000s (~1.15 days),0.30637932975,428400s (~4.96 days),13.339575809,0.029762862,0.0014072315,0.0014072315,0.0014072315,0.14871894725,13.553327777,71.353461371,302400,1499135400,1499437800,302400,NA,TRUE,TRUE,FALSE
"111",99,111,99,NA,2017-07-21 02:15:00,2017-07-21 17:00:00,53100s (~14.75 hours),2823.1464591,1724.42680582557,1098.71965327443,2017-07-21 02:15:00,1,1.62587034333333,16.79219755,2017-07-21 09:45:00,24.38805515,42300s (~11.75 hours),1.8065226037037,16.79219755,2017-07-21 09:45:00,2017-07-21 09:30:00,24.38805515,47700s (~13.25 hours),2017-07-21 11:00:00,2017-07-21 17:00:00,21600s (~6 hours),1532.6355339,700.677311690048,831.958222209952,1,0.195828,2017-07-21 11:30:00,0.837,"Q20",31500,6300,6300,1800s (~30 minutes),19800s (~5.5 hours),22.013890029,1163700s (~1.92 weeks),23.7020420295,0.038300921,0.03117885025,1.69278265925,3.331900881,3.41094136975,12.80176409975,70.71616339075,53100,1500603300,1500656400,53100,NA,FALSE,FALSE,FALSE
"112",100,112,100,NA,2017-08-01 23:00:00,2017-08-02 16:30:00,63000s (~17.5 hours),2374.1072046,1971.3795576621,402.727646937899,2017-08-01 23:00:00,1,0.731384111507042,8.36149025,2017-08-02 08:45:00,12.98206797925,59400s (~16.5 hours),0.731384111507042,8.36149025,2017-08-02 08:45:00,2017-08-02 08:45:00,12.98206797925,63000s (~17.5 hours),2017-08-02 10:45:00,2017-08-02 16:30:00,20700s (~5.75 hours),955.2504735,665.608266642602,289.642206857398,1,0.07152459,2017-08-02 11:45:00,0.656,"Q35",42300,10800,10800,3600s (~1 hours),17100s (~4.75 hours),11.4156245435,970200s (~1.6 weeks),37.69297830375,0.035310224,0.0910066895,0.32848390125,0.3308066215,0.34868319175,19.8775488285,86.3494508905,63000,1501628400,1501691400,63000,NA,FALSE,FALSE,FALSE
"113",101,113,101,NA,2017-08-14 11:45:00,2017-08-14 23:00:00,40500s (~11.25 hours),1693.7553942,1262.3309251539,431.424469046098,2017-08-14 11:45:00,2,1.07595895986957,7.965954304,2017-08-14 17:00:00,12.3735280385,25200s (~7 hours),1.69811165324138,7.965954304,2017-08-14 17:00:00,2017-08-14 14:15:00,12.311309486,25200s (~7 hours),2017-08-14 19:15:00,2017-08-14 23:00:00,13500s (~3.75 hours),872.1692739,445.182049302054,426.987224597946,1,0.084240881,2017-08-14 21:30:00,0.698,"Q35",27000,16200,16200,8100s (~2.25 hours),5400s (~1.5 hours),12.3735280385,1017900s (~1.68 weeks),27.38801147375,0.0348598065,0.057501963,0.1121894635,8.6173266545,8.61964937475,11.35781917575,115.725641558,40500,1502711100,1502751600,40500,NA,FALSE,FALSE,FALSE
"114",102,114,102,NA,2017-08-14 20:15:00,2017-08-15 09:00:00,45900s (~12.75 hours),2138.1651396,1439.56080552268,698.604334077318,2017-08-14 20:15:00,1,0.00179741153846154,0.085584904,2017-08-14 20:30:00,0.02336635,1800s (~30 minutes),0.0467327,0.085584904,2017-08-14 20:30:00,2017-08-14 20:15:00,0.02336635,900s (~15 minutes),2017-08-15 02:45:00,2017-08-15 09:00:00,22500s (~6.25 hours),1012.7311299,727.153674715946,285.577455184054,1,0.050668469,2017-08-15 05:00:00,0.56,"Q45",23400,30600,30600,8100s (~2.25 hours),14400s (~4 hours),0.02336635,11700s (~3.25 hours),0.02336635,0.0651573735,3.64287660125,7.39661284275,12.3521318125,20.911956504,23.65244902525,127.58185276475,45900,1502741700,1502787600,45900,NA,FALSE,FALSE,FALSE
