"","eventID","eventID.temp","eventIDnew","response.eventID","event.start.ts","event.end.ts","event.dur","event.Q.tot.m3","event.baseflow.tot.m3","event.quickflow.tot.m3","rain.start.ts","rain.eventn","rain.mean","rain.peak.mm.h","rain.peak.ts","rain.tot.mm","rain.dur","init.rain.mean","init.rain.peak.mm.h","init.rain.peak.ts","init.rain.centroid.ts","init.rain.tot.mm","init.rain.dur","Q.response.start.ts","Q.response.end.ts","Q.response.dur","Q.response.tot.m3","Q.response.base.m3","Q.response.quick.m3","Q.nopeaks","Q.peak.m3.s","Q.peak.ts","Q.peak.rank","Q.QXX","lag.start.dur","lag.peak.dur","lag.peakinit.dur","rlimb.dur","flimb.dur","rlimb.rain","interevent.dur","interevent.rainfall.tot.mm","interevent.Q.median","anti.rain.mm3h","anti.rain.mm6h","anti.rain.mm12h","anti.rain.mm24h","anti.rain.mm5d","anti.rain.mm30d","Q.dur","quickflow.start.ts","quickflow.end.ts","quickflow.dur","check.outlier1","check.outlier2","check.outlier3","check.manual"
"311",259,311,259,NA,2019-10-09 08:45:00,2019-10-09 17:15:00,30600s (~8.5 hours),1818.7480026,1454.62642715371,364.12157544629,2019-10-09 08:45:00,1,0.313987729828571,4.567882193,2019-10-09 14:00:00,2.747392636,15300s (~4.25 hours),0.45684308625,4.567882193,2019-10-09 14:00:00,2019-10-09 13:30:00,2.7410585175,20700s (~5.75 hours),2019-10-09 08:45:00,2019-10-09 17:15:00,30600s (~8.5 hours),1818.7480026,1454.62642715371,364.12157544629,1,0.067116182,2019-10-09 12:45:00,0.641,"Q40",0,-4500,-4500,14400s (~4 hours),16200s (~4.5 hours),0.80652477675,56700s (~15.75 hours),3.267650493,0.04754585,0.2918089595,0.76753027,3.286028263,5.734884232,34.4577640165,114.470196474,30600,1570610700,1570641300,30600,NA,FALSE,FALSE,FALSE
"312",260,312,260,NA,2019-10-10 21:45:00,2019-10-12 15:15:00,149400s (~1.73 days),16227.3443211,8630.56220638606,7596.78211471394,2019-10-10 21:45:00,2,0.520729489299401,3.601889928,2019-10-11 00:00:00,21.74045617825,118800s (~1.38 days),0.660633215364341,3.601889928,2019-10-11 00:00:00,2019-10-11 15:00:00,21.3054211955,115200s (~1.33 days),2019-10-10 23:15:00,2019-10-12 15:15:00,144000s (~1.67 days),15978.1701339,8384.53882398961,7593.63130991039,7,0.212697921,2019-10-12 04:00:00,0.846,"Q20",5400,100800,100800,103500s (~1.2 days),40500s (~11.25 hours),20.7764907665,100800s (~1.17 days),0.39365606475,0.045563553,0.02871382925,0.02871382925,0.1291505435,0.296874999,35.532570174,115.4518186335,149400,1570743900,1570893300,149400,NA,FALSE,TRUE,FALSE
"313",261,313,261,NA,2019-10-12 16:45:00,2019-10-13 17:15:00,88200s (~1.02 days),9729.9933003,7676.40378537276,2053.58951492724,2019-10-12 16:45:00,1,0.301841655111111,1.673705975,2019-10-13 04:15:00,7.470580964,48600s (~13.5 hours),0.46691131025,1.673705975,2019-10-13 04:15:00,2019-10-13 02:00:00,7.470580964,56700s (~15.75 hours),2019-10-13 00:15:00,2019-10-13 17:15:00,61200s (~17 hours),7205.5708443,5420.27461991734,1785.29622438266,2,0.157904863,2019-10-13 06:15:00,0.811,"Q20",27000,7200,7200,21600s (~6 hours),39600s (~11 hours),7.30123898275,3600s (~1 hours),0.00168867775,0.093324665,0.42145125675,0.5201281445,0.828267302,10.34332946425,30.90178966075,136.95452245975,88200,1570898700,1570986900,88200,NA,FALSE,FALSE,FALSE
"314",262,314,262,NA,2019-10-13 12:30:00,2019-10-15 00:30:00,129600s (~1.5 days),12131.9467461,10576.9558962384,1554.99084986157,2019-10-13 12:30:00,2,0.0567277055034483,1.068154116,2019-10-14 15:30:00,2.0563793245,29700s (~8.25 hours),0.235907232852941,1.068154116,2019-10-14 15:30:00,2019-10-14 13:15:00,2.00521147925,29700s (~8.25 hours),2019-10-14 07:45:00,2019-10-15 00:30:00,60300s (~16.75 hours),5708.7597852,4711.07117763021,997.688607569791,1,0.115988094,2019-10-14 16:45:00,0.759,"Q25",69300,4500,4500,32400s (~9 hours),27900s (~7.75 hours),2.00521147925,18900s (~5.25 hours),0,0.1030369115,0,0.16934198125,5.25323819425,7.80862773675,36.8331009925,144.32635538575,129600,1570969800,1571099400,129600,NA,TRUE,FALSE,FALSE
"315",263,315,263,NA,2019-10-15 08:00:00,2019-10-15 13:00:00,18000s (~5 hours),1541.9348811,1366.7631363158,175.171744784197,2019-10-15 08:00:00,1,0.0159266243809524,0.130628924,2019-10-15 08:45:00,0.083614778,6300s (~1.75 hours),0.0477798731428571,0.130628924,2019-10-15 08:45:00,2019-10-15 08:30:00,0.083614778,5400s (~1.5 hours),2019-10-15 09:45:00,2019-10-15 13:00:00,11700s (~3.25 hours),1107.469143,934.182106080225,173.287036919776,0,0.093535834,2019-10-15 13:00:00,0.718,"Q30",6300,15300,15300,11700s (~3.25 hours),0s,0.083614778,25200s (~7 hours),0,0.074690932,0.01942610125,0.01942610125,0.0705939465,2.07580542575,31.39854028775,146.4021608115,18000,1571126400,1571144400,18000,NA,FALSE,TRUE,FALSE
"316",264,316,264,NA,2019-10-15 12:00:00,2019-10-15 16:00:00,14400s (~4 hours),1329.4986192,1128.24569262703,201.252926572973,2019-10-15 12:00:00,0,0,0,2019-10-15 12:00:00,0,0s,0,0,NA,NA,0,0s,2019-10-15 13:45:00,2019-10-15 16:00:00,8100s (~2.25 hours),774.3907503,661.28539366116,113.10535663884,0,0.096366775,2019-10-15 16:00:00,0.724,"Q30",6300,14400,NA,8100s (~2.25 hours),0s,0,5400s (~1.5 hours),0,0.091784022,0.0100640705,0.083614778,0.083614778,1.50626295975,31.43577180975,146.46634948825,14400,1571140800,1571155200,14400,TRUE,FALSE,TRUE,FALSE
"317",265,317,265,NA,2019-10-15 17:15:00,2019-10-16 16:00:00,81900s (~22.75 hours),8223.8255325,5618.06228578911,2605.76324671089,2019-10-15 17:15:00,2,0.175941260608696,2.217921565,2019-10-15 21:30:00,4.046648994,40500s (~11.25 hours),0.45502476928125,2.217921565,2019-10-15 21:30:00,2019-10-15 20:45:00,3.64019815425,27900s (~7.75 hours),2019-10-15 19:30:00,2019-10-16 16:00:00,73800s (~20.5 hours),7626.7141704,5029.58489498684,2597.12927541316,2,0.22385101,2019-10-15 23:00:00,0.851,"Q15",8100,5400,5400,12600s (~3.5 hours),61200s (~17 hours),3.60373982075,2700s (~45 minutes),0,0.0731330785,0.04307389875,0.04307389875,0.12668867675,0.177856522,31.405366149,146.509423387,81900,1571159700,1571241600,81900,NA,FALSE,FALSE,FALSE
"318",266,318,266,NA,2019-10-17 06:45:00,2019-10-17 16:30:00,35100s (~9.75 hours),2726.5748895,2302.39816158845,424.176727911547,2019-10-17 06:45:00,3,0.18027727385,2.355292479,2019-10-17 12:15:00,1.8027727385,11700s (~3.25 hours),0.208333321,0.400905649,2019-10-17 07:00:00,2019-10-17 06:45:00,0.1041666605,900s (~15 minutes),2019-10-17 08:15:00,2019-10-17 16:30:00,29700s (~8.25 hours),2380.777686,1964.43222593978,416.345460060224,1,0.094948443,2019-10-17 15:45:00,0.721,"Q30",5400,12600,31500,27000s (~7.5 hours),2700s (~45 minutes),1.79960567925,51300s (~14.25 hours),1.37492256175,0.061194569,0.0099929205,0.290253135,1.37886281,1.7821465905,15.472810531,151.85012662925,35100,1571294700,1571329800,35100,NA,FALSE,FALSE,FALSE
"319",267,319,267,NA,2019-10-17 12:15:00,2019-10-18 03:15:00,54000s (~15 hours),5594.4180882,3604.90449014551,1989.51359805449,2019-10-17 12:15:00,3,0.578427388459016,6.743479252,2019-10-17 19:45:00,8.821017674,25200s (~7 hours),0.389356216888889,2.355292479,2019-10-17 12:15:00,2019-10-17 12:15:00,0.876051488,7200s (~2 hours),2019-10-17 17:30:00,2019-10-18 03:15:00,35100s (~9.75 hours),4091.504661,2382.96659655752,1708.53806444248,1,0.179571069,2019-10-17 21:15:00,0.828,"Q20",18900,5400,32400,13500s (~3.75 hours),21600s (~6 hours),7.424909234,17100s (~4.75 hours),0.9858470745,0.079856353,0.58882311975,1.40574878375,1.6920616705,2.7913694585,16.77594217875,153.25193516475,54000,1571314500,1571368500,54000,NA,FALSE,FALSE,FALSE
"320",268,320,268,NA,2019-10-18 07:30:00,2019-10-18 18:15:00,38700s (~10.75 hours),3276.7349445,2584.40588076783,692.329063732166,2019-10-18 07:30:00,2,0.538275389340909,8.109138171,2019-10-18 13:30:00,5.92102928275,17100s (~4.75 hours),0.71471427445,7.143702313,2019-10-18 12:00:00,2019-10-18 11:45:00,3.57357137225,17100s (~4.75 hours),2019-10-18 09:00:00,2019-10-18 18:15:00,33300s (~9.25 hours),2905.5655512,2224.43615197286,681.12939922714,1,0.106557032,2019-10-18 13:15:00,0.742,"Q30",5400,-900,4500,15300s (~4.25 hours),18000s (~5 hours),3.57357137225,13500s (~3.75 hours),0.57826415625,0.066549935,0.57157744225,0.595648984,7.14188676975,10.1175306135,17.907137147,162.067883655,38700,1571383800,1571422500,38700,NA,FALSE,FALSE,FALSE
"321",269,321,269,NA,2019-10-19 08:30:00,2019-10-19 17:00:00,30600s (~8.5 hours),2330.3134161,1963.6993069133,366.614109186698,2019-10-19 08:30:00,2,0.0484557059428571,0.662448136,2019-10-19 14:45:00,0.423987427,5400s (~1.5 hours),0.244837000666667,0.639919817,2019-10-19 08:45:00,2019-10-19 08:45:00,0.1836277505,1800s (~30 minutes),2019-10-19 09:30:00,2019-10-19 17:00:00,27000s (~7.5 hours),2111.2122879,1745.29542349733,365.916864402671,1,0.089273961,2019-10-19 13:00:00,0.71,"Q30",3600,-6300,15300,12600s (~3.5 hours),14400s (~4 hours),0.1836277505,49500s (~13.75 hours),1.175178047,0.0644327435,0.091288132,0.25239387425,1.16828103575,6.79236102125,24.8763032025,169.16092392525,30600,1571473800,1571504400,30600,NA,FALSE,FALSE,FALSE
"323",270,323,270,NA,2019-10-20 12:30:00,2019-10-20 18:15:00,20700s (~5.75 hours),1727.9830665,1267.57057305276,460.412493447241,2019-10-20 12:30:00,0,0.000387120041666667,0.009290881,2019-10-20 17:45:00,0.00232272025,900s (~15 minutes),0,0,NA,NA,0,0s,2019-10-20 16:45:00,2019-10-20 18:15:00,5400s (~1.5 hours),592.4404386,367.252106325439,225.188332274561,1,0.131276124,2019-10-20 17:00:00,0.782,"Q25",15300,-2700,NA,900s (~15 minutes),4500s (~1.25 hours),0,68400s (~19 hours),0.63337537925,0.064063475,0,0,0.21248703075,0.87373505575,23.791349186,170.21596401125,20700,1571574600,1571595300,20700,TRUE,FALSE,FALSE,FALSE
"324",271,324,271,NA,2019-10-20 20:15:00,2019-10-21 21:45:00,91800s (~1.06 days),5978.7527463,5110.09248262104,868.66026367896,2019-10-20 20:15:00,1,0.00145957742718447,0.104166667,2019-10-20 20:30:00,0.03758411875,3600s (~1 hours),0.046639936,0.104166667,2019-10-20 20:30:00,2019-10-20 20:30:00,0.034979952,1800s (~30 minutes),2019-10-21 09:00:00,2019-10-21 21:45:00,45900s (~12.75 hours),3202.1953533,2503.27285256299,698.922500737013,1,0.103972516,2019-10-21 12:00:00,0.738,"Q30",45900,55800,55800,10800s (~3 hours),35100s (~9.75 hours),0.03758411875,5400s (~1.5 hours),0,0.065434413,0.0026041665,0.0026041665,0.0026041665,0.63597954575,22.13763220225,170.21856817775,91800,1571602500,1571694300,91800,NA,FALSE,FALSE,FALSE
"325",272,325,272,NA,2019-10-21 19:00:00,2019-10-22 18:45:00,85500s (~23.75 hours),5129.9501229,4406.48813142356,723.461991476438,2019-10-21 19:00:00,0,9.67800104166667e-05,0.009290881,2019-10-22 01:30:00,0.00232272025,900s (~15 minutes),0,0,NA,NA,0,0s,2019-10-22 08:30:00,2019-10-22 18:45:00,36900s (~10.25 hours),2538.1963098,1905.39247163738,632.803838162619,2,0.080703841,2019-10-22 10:15:00,0.686,"Q35",48600,31500,NA,6300s (~1.75 hours),30600s (~8.5 hours),0.00232272025,11700s (~3.25 hours),0,0.0567767265,0,0,0,0.03758411875,19.784607031,167.6315350775,85500,1571684400,1571769900,85500,TRUE,TRUE,FALSE,FALSE
"326",273,326,273,NA,2019-10-22 16:30:00,2019-10-23 17:15:00,89100s (~1.03 days),5111.6591097,4356.40782010497,755.251289595033,2019-10-22 16:30:00,0,0,0,2019-10-22 16:30:00,0,0s,0,0,NA,NA,0,0s,2019-10-23 09:00:00,2019-10-23 17:15:00,29700s (~8.25 hours),2091.8922228,1511.15038451343,580.741838286567,1,0.084990908,2019-10-23 13:45:00,0.7,"Q35",59400,76500,NA,17100s (~4.75 hours),12600s (~3.5 hours),0,9900s (~2.75 hours),0,0.0647573535,0,0,0,0.00232272025,16.609234451,154.95105541825,89100,1571761800,1571850900,89100,TRUE,TRUE,FALSE,FALSE
"327",274,327,274,NA,2019-10-24 01:15:00,2019-10-24 16:30:00,54900s (~15.25 hours),3175.2889776,2823.54543126991,351.743546330086,2019-10-24 01:15:00,2,0.00616192432258065,0.17258019,2019-10-24 05:15:00,0.095509827,9000s (~2.5 hours),0.018510613,0.032375785,2019-10-24 01:45:00,2019-10-24 01:30:00,0.018510613,2700s (~45 minutes),2019-10-24 04:15:00,2019-10-24 16:30:00,44100s (~12.25 hours),2633.1706224,2286.13093359612,347.039688803884,0,0.070598948,2019-10-24 13:30:00,0.654,"Q35",10800,29700,42300,33300s (~9.25 hours),10800s (~3 hours),0.095509827,27000s (~7.5 hours),0,0.050651843,0.00753105375,0.00753105375,0.00753105375,0.00753105375,1.89379519825,138.845103619,54900,1571879700,1571934600,54900,NA,FALSE,TRUE,FALSE
"328",275,328,275,NA,2019-10-25 04:15:00,2019-10-26 18:30:00,137700s (~1.59 days),15685.5222288,7547.12724086609,8138.39498793391,2019-10-25 04:15:00,2,0.468877808038961,2.451863209,2019-10-26 09:45:00,18.0517956095,101700s (~1.18 days),0.399410254706522,2.450452805,2019-10-25 18:30:00,2019-10-25 18:30:00,9.18643585825,81900s (~22.75 hours),2019-10-25 08:45:00,2019-10-26 18:30:00,121500s (~1.41 days),14857.0050492,6744.83072161113,8112.17432758887,4,0.271758955,2019-10-26 11:00:00,0.867,"Q15",16200,4500,59400,94500s (~1.09 days),27000s (~7.5 hours),17.75245874025,40500s (~11.25 hours),0.081573506,0.048079974,0.01097955925,0.01097955925,0.09255306525,0.16955227925,0.2302924515,125.0425224245,137700,1571976900,1572114600,137700,NA,FALSE,FALSE,FALSE
"330",276,330,276,NA,2019-10-26 20:45:00,2019-10-27 16:45:00,72000s (~20 hours),5751.3371715,4120.34841060741,1630.98876089259,2019-10-26 20:45:00,0,0,0,2019-10-26 20:45:00,0,0s,0,0,NA,NA,0,0s,2019-10-27 09:30:00,2019-10-27 16:45:00,26100s (~7.25 hours),3076.1513424,1559.29045384988,1516.86088855012,1,0.334695514,2019-10-27 13:30:00,0.88,"Q15",45900,60300,NA,14400s (~4 hours),11700s (~3.25 hours),0,6300s (~1.75 hours),0,0.061861335,0,0,3.65865335225,12.19354958125,18.23120166275,139.23191196025,72000,1572122700,1572194700,72000,TRUE,FALSE,FALSE,FALSE
"331",277,331,277,NA,2019-10-27 13:30:00,2019-10-28 23:15:00,121500s (~1.41 days),9720.0983448,6863.17979907207,2856.91854572793,2019-10-27 13:30:00,2,0.0993764104264706,1.446221709,2019-10-28 19:15:00,3.3787979545,27000s (~7.5 hours),0.0057712255,0.009290881,2019-10-28 15:15:00,2019-10-28 15:00:00,0.00288561275,900s (~15 minutes),2019-10-28 07:15:00,2019-10-28 23:15:00,57600s (~16 hours),5233.1077071,3410.19333827228,1822.91436882772,3,0.227620394,2019-10-28 14:45:00,0.852,"Q15",63900,-16200,-1800,27000s (~7.5 hours),30600s (~8.5 hours),0.0005628925,13500s (~3.75 hours),0,0.0915819015,0,0,0,0,18.2288789425,137.45293560225,121500,1572183000,1572304500,121500,NA,TRUE,FALSE,FALSE
"332",278,332,278,NA,2019-10-28 16:45:00,2019-10-29 07:15:00,52200s (~14.5 hours),4103.379279,3334.56793509086,768.811343909136,2019-10-28 16:45:00,1,0.488109266067797,1.446221709,2019-10-28 19:15:00,7.1996116745,52200s (~14.5 hours),0.488109266067797,1.446221709,2019-10-28 19:15:00,NA,7.1996116745,52200s (~14.5 hours),2019-10-29 03:30:00,2019-10-29 07:15:00,13500s (~3.75 hours),1093.1030181,941.886337108463,151.216680991537,0,0.090994772,2019-10-29 05:00:00,0.713,"Q30",38700,35100,35100,5400s (~1.5 hours),8100s (~2.25 hours),7.1681513785,25200s (~7 hours),3.6365392975,0.074631167,0.0057712255,0.0057712255,0.0057712255,0.0057712255,18.234650168,127.2387566455,52200,1572281100,1572333300,52200,NA,FALSE,TRUE,FALSE
"333",279,333,279,NA,2019-10-29 05:30:00,2019-10-30 17:45:00,130500s (~1.51 days),18036.4635243,7958.9110016684,10077.5525226316,2019-10-29 05:30:00,2,0.413566123479452,3.026177645,2019-10-30 11:15:00,15.095163507,126000s (~1.46 days),0.439341435562044,3.026177645,2019-10-30 11:15:00,2019-10-29 14:00:00,15.047444168,168300s (~1.95 days),2019-10-29 08:30:00,2019-10-30 17:45:00,119700s (~1.39 days),17238.9504654,7246.07147826445,9992.87898713555,3,0.479141064,2019-10-30 13:30:00,0.893,"Q15",10800,8100,8100,104400s (~1.21 days),15300s (~4.25 hours),14.40266231775,8100s (~2.25 hours),0.03462735525,0.074301116,1.5409709445,3.7930833755,6.71150673775,7.17188133,25.313625838,124.02609889425,130500,1572327000,1572457500,130500,NA,FALSE,FALSE,FALSE
"336",280,336,280,NA,2019-11-02 00:45:00,2019-11-02 18:15:00,63000s (~17.5 hours),6444.060264,2304.63107140185,4139.42919259815,2019-11-02 00:45:00,2,0.794220219394366,8.612344424,2019-11-02 05:30:00,14.09740889425,51300s (~14.25 hours),0.985204549232143,8.612344424,2019-11-02 05:30:00,2019-11-02 05:45:00,13.79286368925,49500s (~13.75 hours),2019-11-02 06:15:00,2019-11-02 18:15:00,43200s (~12 hours),5590.212453,1663.89463754721,3926.31781545279,2,0.228882493,2019-11-02 07:00:00,0.853,"Q15",19800,5400,5400,2700s (~45 minutes),40500s (~11.25 hours),8.18180318025,196200s (~2.27 days),6.30202796575,0.035527087,0.1709626635,0.17349568025,0.7802696615,1.190181618,28.573084201,140.297371687,63000,1572655500,1572718500,63000,NA,FALSE,FALSE,FALSE
"338",281,338,281,NA,2019-11-03 03:45:00,2019-11-04 01:30:00,78300s (~21.75 hours),8730.7369632,4633.05899017842,4097.67797302158,2019-11-03 03:45:00,2,0.241733709977273,4.431327264,2019-11-03 07:00:00,5.3181416195,52200s (~14.5 hours),0.28050615537037,4.431327264,2019-11-03 07:00:00,2019-11-03 07:00:00,3.7868330975,47700s (~13.25 hours),2019-11-03 07:30:00,2019-11-04 01:30:00,64800s (~18 hours),7983.9276957,3955.62980610873,4028.29788959127,5,0.206846974,2019-11-03 08:00:00,0.843,"Q20",13500,3600,3600,1800s (~30 minutes),63000s (~17.5 hours),2.118035059,32400s (~9 hours),0.57777555525,0.060014063,0.05095754625,0.34607271775,0.92863286575,14.359449391,36.28957954425,154.049280207,78300,1572752700,1572831000,78300,NA,FALSE,FALSE,FALSE
"339",282,339,282,NA,2019-11-03 18:45:00,2019-11-04 04:00:00,33300s (~9.25 hours),3508.4062449,2343.8939445759,1164.5123003241,2019-11-03 18:45:00,1,0.182149697947368,4.409020265,2019-11-03 20:15:00,1.7304221305,9900s (~2.75 hours),0.75295044925,4.409020265,2019-11-03 20:15:00,2019-11-03 20:00:00,1.5059008985,6300s (~1.75 hours),2019-11-04 02:00:00,2019-11-04 04:00:00,7200s (~2 hours),788.4990297,590.023446244765,198.475583455235,0,0.106037108,2019-11-04 03:30:00,0.741,"Q30",26100,26100,26100,5400s (~1.5 hours),1800s (~30 minutes),1.7304221305,26100s (~7.25 hours),1.52870435525,0.1080456545,0.10086046075,0.62873310475,3.27627412125,4.3903688725,33.3990479045,157.8152799725,33300,1572806700,1572840000,33300,NA,FALSE,TRUE,FALSE
"340",283,340,283,NA,2019-11-04 03:00:00,2019-11-04 15:00:00,43200s (~12 hours),5063.4970164,3383.5448520598,1679.9521643402,2019-11-04 03:00:00,3,0.168958636816327,2.047245145,2019-11-04 07:00:00,2.069743301,18000s (~5 hours),1.08923004333333,2.047245145,2019-11-04 07:00:00,2019-11-04 07:00:00,0.8169225325,1800s (~30 minutes),2019-11-04 05:30:00,2019-11-04 15:00:00,34200s (~9.5 hours),4260.0789567,2719.57070069007,1540.50825600993,2,0.17888855,2019-11-04 11:00:00,0.827,"Q20",9000,14400,14400,19800s (~5.5 hours),14400s (~4 hours),1.683763738,5400s (~1.5 hours),0.20171777525,0.099749492,0,0.02280345675,1.66517881175,5.3181416195,33.52734778425,159.32026538225,43200,1572836400,1572879600,43200,NA,FALSE,FALSE,FALSE
"341",284,341,284,NA,2019-11-04 13:45:00,2019-11-05 01:45:00,43200s (~12 hours),4371.9738678,3454.84795919754,917.125908602457,2019-11-04 13:45:00,1,0.491293570265306,2.214518944,2019-11-04 19:15:00,6.01834623575,33300s (~9.25 hours),0.633176755421053,2.214518944,2019-11-04 19:15:00,2019-11-04 18:45:00,6.0151791765,33300s (~9.25 hours),2019-11-04 17:45:00,2019-11-05 01:45:00,28800s (~8 hours),3093.980274,2316.75629077298,777.223983227021,1,0.125874361,2019-11-04 23:00:00,0.774,"Q25",14400,13500,13500,18900s (~5.25 hours),9900s (~2.75 hours),6.0151791765,6300s (~1.75 hours),0.440667068,0.099500546,0.19876416125,0.8090577905,1.82769809825,3.7054350895,28.81555332225,160.95602833825,43200,1572875100,1572918300,43200,NA,FALSE,FALSE,FALSE
"343",285,343,285,NA,2019-11-06 01:45:00,2019-11-06 09:45:00,28800s (~8 hours),2298.5343963,1974.70109546699,323.833300833012,2019-11-06 01:45:00,2,0.418808034272727,4.126682361,2019-11-06 05:00:00,3.45516628275,15300s (~4.25 hours),0.799980209588235,4.126682361,2019-11-06 05:00:00,2019-11-06 05:00:00,3.39991589075,14400s (~4 hours),2019-11-06 05:15:00,2019-11-06 09:45:00,16200s (~4.5 hours),1463.4059463,1163.81450540599,299.591440894011,1,0.102949318,2019-11-06 08:45:00,0.736,"Q30",12600,13500,13500,12600s (~3.5 hours),3600s (~1 hours),3.45516628275,84600s (~23.5 hours),0.10944614975,0.081724648,0.0347696555,0.0347696555,0.06228970475,0.14421580525,28.995487556,156.04500494575,28800,1573004700,1573033500,28800,NA,FALSE,FALSE,FALSE
"345",286,345,286,NA,2019-11-06 15:45:00,2019-11-07 00:00:00,29700s (~8.25 hours),3466.2422286,2006.14002175131,1460.10220684869,2019-11-06 15:45:00,1,0.999595030647059,7.700490475,2019-11-06 17:30:00,8.4965577605,24300s (~6.75 hours),0.999595030647059,7.700490475,2019-11-06 17:30:00,2019-11-06 17:30:00,8.4965577605,29700s (~8.25 hours),2019-11-06 17:45:00,2019-11-07 00:00:00,22500s (~6.25 hours),2983.5962973,1532.32237565021,1451.27392164979,1,0.173471464,2019-11-06 18:30:00,0.824,"Q20",7200,3600,3600,2700s (~45 minutes),19800s (~5.5 hours),6.7990806185,19800s (~5.5 hours),1.0419449635,0.083346812,0.9815573855,1.04743474325,4.14611164975,4.50288247225,32.93565657675,143.501983388,29700,1573055100,1573084800,29700,NA,FALSE,FALSE,FALSE
"346",287,346,287,NA,2019-11-06 20:15:00,2019-11-07 03:30:00,26100s (~7.25 hours),2813.9588595,1701.16045861263,1112.79840088737,2019-11-06 20:15:00,1,0.237451728566667,2.129813065,2019-11-07 00:15:00,1.78088796425,17100s (~4.75 hours),0.237451728566667,2.129813065,2019-11-07 00:15:00,NA,1.78088796425,26100s (~7.25 hours),2019-11-07 00:45:00,2019-11-07 03:30:00,9900s (~2.75 hours),992.9923992,662.808654268884,330.183744931116,1,0.10569133,2019-11-07 01:45:00,0.741,"Q30",16200,5400,5400,3600s (~1 hours),6300s (~1.75 hours),1.58071973175,15300s (~4.25 hours),0.87724845175,0.1102596315,5.17075229075,8.3546061325,9.2426238125,12.692581762,40.69679100475,151.144668531,26100,1573071300,1573097400,26100,NA,FALSE,FALSE,FALSE
"347",288,347,288,NA,2019-11-07 02:15:00,2019-11-07 16:30:00,51300s (~14.25 hours),4680.2530566,2855.17051192026,1825.08254467974,2019-11-07 02:15:00,2,0.13265934612069,1.021674514,2019-11-07 03:45:00,1.92356051875,21600s (~6 hours),0.258086150241379,1.021674514,2019-11-07 03:45:00,2019-11-07 14:45:00,1.87112458925,63000s (~17.5 hours),2019-11-07 07:45:00,2019-11-07 16:30:00,31500s (~8.75 hours),3110.3983215,1689.89609757502,1420.50222392498,2,0.160054993,2019-11-07 11:45:00,0.814,"Q20",19800,28800,28800,14400s (~4 hours),17100s (~4.75 hours),1.885623804,6300s (~1.75 hours),0.455586861,0.0898813585,1.4211729695,1.740489381,10.05772169125,14.288784185,41.93003078,152.84778408975,51300,1573092900,1573144200,51300,NA,FALSE,FALSE,FALSE
"349",289,349,289,NA,2019-11-09 01:45:00,2019-11-09 16:15:00,52200s (~14.5 hours),4223.6320725,2297.3964824676,1926.2355900324,2019-11-09 01:45:00,4,0.331031815864407,2.623823802,2019-11-09 08:15:00,4.882719284,31500s (~8.75 hours),0.205240575,0.391899387,2019-11-09 01:45:00,2019-11-09 01:45:00,0.1026202875,900s (~15 minutes),2019-11-09 04:00:00,2019-11-09 16:15:00,44100s (~12.25 hours),3911.1483375,1985.17333449724,1925.97500300276,1,0.176396184,2019-11-09 09:45:00,0.825,"Q20",8100,5400,28800,20700s (~5.75 hours),23400s (~6.5 hours),4.06726883375,117900s (~1.36 days),0.40076337675,0.051376388,0.09797484675,0.09797484675,0.09797484675,0.301384445,24.65601759925,146.804835037,52200,1573263900,1573316100,52200,NA,FALSE,FALSE,FALSE
"350",290,350,290,NA,2019-11-13 02:30:00,2019-11-13 22:00:00,70200s (~19.5 hours),3399.3790857,2579.11563806065,820.263447639351,2019-11-13 02:30:00,3,0.431356939658228,4.43686776,2019-11-13 18:30:00,8.51929955825,34200s (~9.5 hours),0.44848271025,0.818141575,2019-11-13 03:00:00,2019-11-13 02:45:00,0.44848271025,2700s (~45 minutes),2019-11-13 08:15:00,2019-11-13 22:00:00,49500s (~13.75 hours),2676.9428199,1856.97891289849,819.963907001509,2,0.119110269,2019-11-13 19:15:00,0.763,"Q25",20700,2700,58500,39600s (~11 hours),9900s (~2.75 hours),7.830098267,294300s (~3.41 days),12.42385777925,0.054328437,0.03758411975,0.10029126275,0.1069068275,1.292495255,17.46606527275,134.6670545975,70200,1573612200,1573682400,70200,NA,FALSE,FALSE,FALSE
"351",291,351,291,NA,2019-11-13 11:15:00,2019-11-14 08:30:00,76500s (~21.25 hours),3893.342886,2888.26852228828,1005.07436371172,2019-11-13 11:15:00,2,0.500657543034884,4.43686776,2019-11-13 18:30:00,10.76413717525,47700s (~13.25 hours),0.56976965372973,4.43686776,2019-11-13 18:30:00,2019-11-13 16:45:00,10.540738594,65700s (~18.25 hours),2019-11-14 05:30:00,2019-11-14 08:30:00,10800s (~3 hours),624.1331637,450.288995487638,173.844168212362,1,0.065687682,2019-11-14 08:30:00,0.636,"Q40",65700,50400,50400,10800s (~3 hours),0s,10.76413717525,40500s (~11.25 hours),8.0251387845,0.051852125,0.22451492525,0.22451492525,0.6799657965,0.886672139,17.98654285975,134.6757051315,76500,1573643700,1573720200,76500,NA,TRUE,FALSE,FALSE
