"","site","tsfrq","ts1","tsn","q_noutliersremoved","rain_completenessratio","q_completenessratio","calcBFI","runname","runnamefilter","qmean","q95","q70","q50","q10","q05","Q5Q95ratio","eventEx_nrainfallevents","eventEx_nresponseevents","eventEx_pctrainfallevents","eventEx_pctresponseevents","eventEx_nEVENTS","eventEx_nEVENTSerr"
"1","WV_v5",15,2015-11-16 15:15:00,2020-02-01,0,0.983277773260699,0.900181586578855,0.84721768480419,"_padding2880_alpha0.98_passes5_BFI0.847","_padding2880_alpha0.98_passes3_BFI0.881",0.0737691201870898,0.02955339075,0.032338326,0.038747509,0.157476531,0.234468809,7.93373630063075,2424,406,21.5552754966528,17.4052090955904,338,68
